山东,从故事而言，讲得一塌糊涂：节奏如同躁狂症，毫无规律、令人疲惫；主题摇摇欲坠，最后定格在一个有问题的价值上；主人公什 么 也 没 干 就奇迹般地解决了人生最大的矛盾和问题。从视觉而言，虽然很美，但美的场面太多太杂令人疲劳，看多了也没感觉了；鱼又太丑。
黑龙江,电影能给人的只是共情，抑郁也没那么容易就被三两句话治愈，它只不过是为你的生活提供了一个温暖的明亮的瞬间，就像南河一样。这条阴郁的道路注定要只有你一个人走，而他的存在只不过是让你又多了一个走下去的理由，哪怕是一路哭着继续走下去，谢谢你啊。
广东,对不尊重故事和人物热衷于耍花招的片子0容忍
浙江,抑郁女孩弥留之际的奇幻梦境，华美瑰丽。但结局实在太过奇怪，南河的死完全无益于参宿的成长。曾经被一个人拯救，但ta后来又离开了自己，失去了唯一的情感寄托，自己的抑郁程度是会严重加深的，这是我的亲身经历。其他人很难因为一次自杀就突然转变对抑郁患者的态度，反而容易出现嫌恶情绪。这部电影让大家关注到抑郁儿童是好事，但也相当脸谱化抑郁患者了。
湖北,国产动画迄今No.1 ，把一个好故事讲好就足够了
浙江,看到了很多优秀电影的影子，千与千寻、哈尔的移动城堡、少年pai等等；能看得出来导演团队的初心是真诚的，想要去通过奇幻故事+现实的双线去展示抑郁症孩子+救赎的故事；音乐没咋用好，妈妈的歌多次出现，意义是什么？部分功能催泪音乐用力过猛；画面是精美的，但内核还是很多bug：深海世界的故事太长而且没什么意思，看到后面想赶紧反转；雪地里找妈妈出现太多次了，但对剧情和人物没太大用处；原生家庭对孩子抑郁症的影响和关联探讨的太浅，细节太表面，不太能共情；南河这个用戏谑的方式来完成深情/正确价值角色的设定没有更多羁绊作为支撑很苍白；深海世界里的人物性格设定似乎跟主线没关联；画面的信息量太少，更多是台词，但是台词又不够精彩；抑郁症可以探讨出更多的细节，目前的呈现，以及救赎相关的对话，很表面。
云南,热评“真不如两人一起嘎了”，纯纯傻逼
湖北,"什么sb剧情，112分钟的电影看得比人家三四个小时的还煎熬，全片充满莫名其妙，莫名其妙的女主，莫名其妙的男主，没头没脑的剧情，单调重复的设定，甚至能感觉到关于海下世界的设定都是不完整的，男主一直浮夸到让人无语的表情就算了，剧情还像一坨屎。
打着温馨的名头，没感觉到哪里值得感动的，确定不是抖音低成本自制短篇合集吗，唯一值得称赞的就是有几个画面景色构图很好了
写出这种sb剧情真的佩服，不过比这更sb的就是花钱看这破烂玩意儿，，，啊这个人就是我啊，那没事了🙃"
四川,不经历漫漫长夜，你以为是烂片。。。意识流绝佳。没坚持到最后的，走了，没走的，长夜将明那一刻，情绪喷涌到窒息
广东,不知道抑郁患者看了是什么感受，真的可以靠牺牲别人的生命完成治愈吗？前面的饭店情节可以剪掉30分钟，纯粹是为了炫画面吧
北京,本人对单薄的煽情过敏。and小女主太丧了太脆弱了哭唧唧像个小寄生虫
福建,有几个小问题：哪些是食物哪些是人物？画面的颜色是表现绚烂还是有什么石油污染海面的背景？主角为什么一直捏着嗓子？故事发生在水里还是水面？大概就是动画界春晚吧。
湖北,局部至少的确是发挥动画电影的形式特性的，随着意识和心理展开对梦境和情绪延展的异世界想象，哪怕效果是非常保守、小范围抽象、且过度延宕的。指出了那个房间里的是老式放映机和它的光，阻隔你的是不可把电影梦境同现实混为一谈的银幕之壁，与你素不相识的是小丑、卓别林、或是一位在行业里追求创意和“魔法”的导演，在很久以前电影也只想让你发自内心开怀一笑。而在有些时期电影没法上，饭店没法开，没有客人来，人们谈冠色变，只想避开一些晦气的事物，让观众看一部悲伤情绪绵长的、讲述濒死体验的电影，在传统的春节档里也的确挺晦气的，只能说未尝不可吧。缺点确实挺多的，它仍笨拙地很想要满足市场，缺乏清晰的空间感和跟上运动变化速度的镜头设计，美术审美水平也并不均衡，看的普通小厅3D版尤其前半段在对焦上很奇怪，这个之后刷了再下定论…
北京,导演们什么时候才能放过宫崎骏啊？他的动画好，不是城堡多华丽，场景多丰富，宴席多热闹，而是能把故事讲好，主角一步步成长得自信勇敢并且充满爱。一命换一命算哪门子的救赎？牺牲一个人，就能走出困境，原生家庭原地变好人？一家子就变得其乐融融？还有，既然参考人家老爷子了，场景能不能用点心，海里的生物能不能好好做，搞些斗鱼锦鲤是个啥，全程稀里哗啦眼花缭乱，人物动作还掉帧，最后的绘本才是正片吧。还有带口音真的很难听，瑞典人才配搞笑？大红大绿的假水墨，实在欣赏不来
广东,看完电影深海发现场内有小孩，这真的适合孩子看吗？创作团队对抑郁症以及单亲家庭的小孩有过基本了解吗？适合这部分受众看吗？大篇幅出现让人狂掉san值的头发眼睛怪物海精灵和张牙舞爪的诡物丧气鬼，剧情生硬对话空洞，核心设定和情节让人心梗，后半程皱着眉头看完，我愿称之为最烂动画，别说什么瑕不掩瑜无功无过，都要怀疑是靠卖惨营销促成上映的程度，豆瓣打不了0星，只给爆米花一星。
重庆,五颜六色的大便，属于是纯炫技了，剧情一言难尽，一星全给画面，画面已经next level
黑龙江,崛起成这样就别崛起了。
吉林,欠深海一张电影票
北京,"看的时候还在想，参宿在深海大饭店打工也平平常常，南河怎么会这么拼命去救她...原来陌生的勇气和善意，更能给人力量!最后一段我直接爆哭...南河曾经存在过，谢谢你，谢谢你。
很好的故事，很美的画面，中国动画电影了不起!（感谢xz的推荐）"
四川,我个人觉得故事真的很好 影片很多伏笔和闪回都恰如其分 直接猛男落泪了 也不理解给电影低分的人到底是啥想法 只是觉得他们不配看这样的好动画
江苏,剧情依托答辩，狗屁不通，一个小时了依然一头雾水，海精灵是什么，丧气鬼是怎么形成的，男主原型是什么，为什么形成这样的性格，全都没有交代，后面二十分钟是能看，但我已经看了一个小时的彩色垃圾啊。画面很漂亮，但不明白为什么人物形象这么恶心，海象和鱼做成肥猪，男主丑得要死，明明有能力做得更好，做这么丑恶心人是不是 。。。为什么不能站直了好好说话，说一句话百八十个小动作。。。。
安徽,本就一部10分钟短剧，硬是被拉成2小时的电影，又臭又长。现在这些个导演和编剧表达欲怎么这么强？
重庆,原型故事是母亲救女儿，强行女冠男戴伤害到了剧作逻辑！本来画面8分，配乐5分，故事3分，勉强可以打三星，听说导演故意张冠李戴，扣一星
湖南,技术可以拿奥斯卡，剧本值得摘金酸梅。田晓鹏不适合当导演，适合做彩妆，配色起码能出5盒眼影盘。如果剪掉45分钟炫技片段拿来塑造人物关系，最后煽情绝对能把我煽得稀里哗啦。
浙江,"画面黏糊糊的，特别是那些肥不拉几的鱼，一度对深海产生了恐惧感，无聊的炫技，完全不治愈，感觉是惊悚片。
不喜欢这种片子，无聊的技术，幼稚的台词，叽里咕噜的配音。
剧情真的太烂了，连故事都看不进去的片子到底有什么意义啊。后30分钟居然能被称作好看，吐血。
没看过大圣归来，现在对它的好口碑产生了深深的怀疑
这种片子要什么观影门槛啊，烂的借口罢了。
突然想起，有很多宫崎骏片子的影子在，但人家故事首先是有趣的。你这个，画面没精美，但真的，不想看。
"
北京,怎么说呢，开场惊艳，中间难耐，结尾圆回来。但我还是想打四星。
广东,“巨婴直男式自我感动”
河南,一部十分需要共情和沉浸的电影，但前面的剧情太苍白无力，导致后面揭晓真相时实在很难触动。梦幻≠嗑药，把什么都画成五彩斑斓的真的不太好看。。。另外，这么需要表现画面的电影做成3D，感觉就像给iPad贴类纸膜，摘下和戴上眼镜完全就是两种画面，实在影响观感。
浙江,"绝美的画面（指技术），垃圾的剧情，一坨华丽的💩，我还趁热吃了。
剧情简要概括：抑郁症小朋友自杀被人救，救人者因此死了，小朋友决定不死，有勇气走出抑郁。
导演，谁给你的勇气，让一个抑郁症小女孩目睹他人为救自己而死啊！！！还自称抑郁症患者“晦气”“丧气鬼”！
你在想什么，田晓鹏！抑郁症碰上你是真的晦气！
丝毫不否认抑郁症主题很难做，但在片子里丝毫看不到导演对于这一群体的同情与关切，看到的只是满屏的恶趣味——口水，尿液，眼珠子，舔鞋，痰盂装菜。
说句片外的——因为自己的不专业耽误了配音工作，第一任参宿（2017-2020）因为年龄长大而进入换声期，以至于被换掉——美其名曰：精益求精。
什么东西！"
