search URL:,https://patents.google.com/?q=%28%E6%90%9C%E7%B4%A2%29&assignee=%E7%99%BE%E5%BA%A6%E5%9C%A8%E7%BA%BF%E7%BD%91%E7%BB%9C%E6%8A%80%E6%9C%AF%EF%BC%88%E5%8C%97%E4%BA%AC%EF%BC%89%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8&oq=%E6%90%9C%E7%B4%A2
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-105095446-A,药品的搜索处理方法、服务器及终端设备 ,百度在线网络技术（北京）有限公司,"孙舒, 张娜, 王珍, 郄丽晨, 戴蕾, 陈凯, 杨文博",2015-07-24,2015-07-24,2015-11-25,,https://patents.google.com/patent/CN105095446A/zh,
CN-103324757-A,移动终端中应用程序的搜索方法和装置 ,百度在线网络技术（北京）有限公司,李婧,2013-07-09,2013-07-09,2013-09-25,,https://patents.google.com/patent/CN103324757A/zh,https://patentimages.storage.googleapis.com/b3/ce/69/35829ff350a5a5/HDA00003486634800012.png
CN-105550221-B,信息搜索方法及装置 ,百度在线网络技术（北京）有限公司,"秦敏, 戴祥鹰, 甘露, 李�浩, 罗雨",2015-12-04,2015-12-04,2019-04-30,2019-04-30,https://patents.google.com/patent/CN105550221B/zh,
WO-2016078533-A1,搜索方法、装置、设备及非易失性计算机存储介质 ,百度在线网络技术（北京）有限公司,"付冬, 蒲鹏",2014-11-18,2015-11-12,2016-05-26,,https://patents.google.com/patent/WO2016078533A1/zh,https://patentimages.storage.googleapis.com/81/4e/50/1ce9adb6532000/PCTCN2015094392-appb-300001.png
CN-104462590-A,信息搜索方法及装置 ,百度在线网络技术（北京）有限公司,"秦首科, 韩友, 张泽明, 陈志扬, 程小华, 徐培治, 马小林, 文石磊, 江焱, 陈世佳, 李旭斌",2014-12-30,2014-12-30,2015-03-25,,https://patents.google.com/patent/CN104462590A/zh,
CN-104166700-A,搜索词推荐方法及装置 ,百度在线网络技术（北京）有限公司,"周珣, 张智敏, 隋宏亮, 王京傲",2014-08-01,2014-08-01,2014-11-26,,https://patents.google.com/patent/CN104166700A/zh,
CN-103617253-B,搜索方法、客户端和服务器 ,百度在线网络技术（北京）有限公司,"谭待, 远超, 王芃, 李周全, 彭滔, 杨震原",2013-11-29,2013-11-29,2018-01-30,2018-01-30,https://patents.google.com/patent/CN103617253B/zh,
CN-103136339-A,一种基于业务信息的搜索方法、客户端和网络服务端 ,百度在线网络技术（北京）有限公司,马旭蕊,2013-02-01,2013-02-01,2013-06-05,,https://patents.google.com/patent/CN103136339A/zh,https://patentimages.storage.googleapis.com/85/75/4b/cb7bc6d4cbf923/HDA00002810663500011.png
CN-104750873-A,流行搜索词推送方法和装置 ,百度在线网络技术（北京）有限公司,陈雪姣,2015-04-22,2015-04-22,2015-07-01,,https://patents.google.com/patent/CN104750873A/zh,
CN-102867031-A,兴趣点poi搜索结果优化方法、系统、移动终端和服务器 ,百度在线网络技术（北京）有限公司,"巫国忠, 唐虹刚",2012-08-27,2012-08-27,2013-01-09,,https://patents.google.com/patent/CN102867031A/zh,https://patentimages.storage.googleapis.com/02/7f/61/fb68d6eeecdde3/HDA00002062408600011.png
CN-104573099-A,题目的搜索方法及装置 ,百度在线网络技术（北京）有限公司,梁爽,2015-01-29,2015-01-29,2015-04-29,,https://patents.google.com/patent/CN104573099A/zh,
CN-103383704-B,搜索结果的提供方法和装置 ,百度在线网络技术（北京）有限公司,孙立波,2013-08-02,2013-08-02,2017-03-15,2017-03-15,https://patents.google.com/patent/CN103383704B/zh,
CN-105117400-B,信息搜索方法和系统 ,百度在线网络技术（北京）有限公司,张弛,2015-07-08,2015-07-08,2019-05-31,2019-05-31,https://patents.google.com/patent/CN105117400B/zh,
CN-102651032-A,一种用于提供搜索结果的方法与设备 ,百度在线网络技术（北京）有限公司,"张松涛, 吕炳潮, 俞海",2012-03-31,2012-03-31,2012-08-29,,https://patents.google.com/patent/CN102651032A/zh,https://patentimages.storage.googleapis.com/14/6c/b7/e5938a5ef029b3/HDA0000149534160000011.png
CN-103310017-B,服务搜索方法、系统和搜索服务器 ,百度在线网络技术（北京）有限公司,"李东旻, 国玉晶, 王险峰",2013-07-03,2013-07-03,2018-05-04,2018-05-04,https://patents.google.com/patent/CN103310017B/zh,
CN-105094535-B,在可穿戴设备中显示搜索结果信息的方法、装置和系统 ,百度在线网络技术（北京）有限公司,"侯思宇, 姜岩, 周昳乔",2015-06-30,2015-06-30,2018-11-13,2018-11-13,https://patents.google.com/patent/CN105094535B/zh,
CN-108205572-A,一种搜索方法、装置及设备 ,百度在线网络技术（北京）有限公司,"秦首科, 张泽明, 韩聪, 马飞超, 陈志扬, 吕显赫, 王楠",2016-12-20,2016-12-20,2018-06-26,,https://patents.google.com/patent/CN108205572A/zh,
CN-102436496-A,一种提供个性化搜索标签的方法及其装置 ,百度在线网络技术（北京）有限公司,柴春光,2011-11-14,2011-11-14,2012-05-02,,https://patents.google.com/patent/CN102436496A/zh,https://patentimages.storage.googleapis.com/a8/af/c3/3d6435506557ca/HDA0000108330430000021.png
CN-103279504-B,一种基于歧义消解的搜索方法及装置 ,百度在线网络技术（北京）有限公司,黄际洲,2013-05-10,2013-05-10,2019-11-05,2019-11-05,https://patents.google.com/patent/CN103279504B/zh,
WO-2015085842-A1,在移动终端中展现搜索结果的方法及装置 ,百度在线网络技术（北京）有限公司,陈杨昆,2013-12-11,2014-11-07,2015-06-18,,https://patents.google.com/patent/WO2015085842A1/zh,https://patentimages.storage.googleapis.com/e4/57/5c/e05f6e6b0cdce6/PCTCN2014090571-appb-300001.png
CN-104794246-B,信息搜索方法和信息搜索装置 ,百度在线网络技术（北京）有限公司,"孙永湧, 刘明骏, 黄伟琦, 王海峰, 薛樊",2015-05-15,2015-05-15,2018-07-10,2018-07-10,https://patents.google.com/patent/CN104794246B/zh,
CN-104881431-B,一种用于在计算机设备中获得搜索结果页的方法和装置 ,百度在线网络技术（北京）有限公司,刘俊启,2015-04-23,2015-04-23,2019-03-26,2019-03-26,https://patents.google.com/patent/CN104881431B/zh,
CN-104123351-B,交互式搜索方法和装置 ,百度在线网络技术（北京）有限公司,赵世奇,2014-07-09,2014-07-09,2017-08-25,2017-08-25,https://patents.google.com/patent/CN104123351B/zh,
CN-105095426-A,搜索结果处理方法及装置 ,百度在线网络技术（北京）有限公司,吴佩文,2015-07-17,2015-07-17,2015-11-25,,https://patents.google.com/patent/CN105095426A/zh,
CN-104166707-B,搜索推荐方法和搜索推荐装置 ,百度在线网络技术（北京）有限公司,"黄际洲, 万璐, 李莹, 季永志, 姚鸣, 姚一鸣, 夏德国",2014-08-08,2014-08-08,2017-10-31,2017-10-31,https://patents.google.com/patent/CN104166707B/zh,
CN-103092965-A,基于移动终端中地图进行搜索的方法、系统、终端和服务器 ,百度在线网络技术（北京）有限公司,李欣睿,2013-01-22,2013-01-22,2013-05-08,,https://patents.google.com/patent/CN103092965A/zh,https://patentimages.storage.googleapis.com/d4/e2/36/203a3cc4a8e8b9/HDA00002763195400011.png
CN-102929925-A,一种基于浏览内容的搜索方法及装置 ,百度在线网络技术（北京）有限公司,"刘超, 宾彬, 赵晶, 沈瑞祥",2012-09-20,2012-09-20,2013-02-13,,https://patents.google.com/patent/CN102929925A/zh,https://patentimages.storage.googleapis.com/93/91/e4/c7cef35c218449/HDA00002168299100011.png
CN-107610706-A,语音搜索结果的处理方法和处理装置 ,百度在线网络技术（北京）有限公司,"蒋兵, 马啸空",2017-09-13,2017-09-13,2018-01-19,,https://patents.google.com/patent/CN107610706A/zh,
CN-102902758-B,利用搜索引擎获取网络图片的壁纸设置方法及装置 ,百度在线网络技术（北京）有限公司,林雄周,2012-09-24,2012-09-24,2016-02-10,2016-02-10,https://patents.google.com/patent/CN102902758B/zh,
CN-101963979-A,一种用于基于云计算提供搜索建议的方法与设备 ,百度在线网络技术（北京）有限公司,佘晓歌,2010-09-26,2010-09-26,2011-02-02,,https://patents.google.com/patent/CN101963979A/zh,https://patentimages.storage.googleapis.com/fd/d5/9e/192a717b475925/HDA0000027062890000011.png
CN-102929924-A,一种基于浏览内容的取词搜索结果生成方法及装置 ,百度在线网络技术（北京）有限公司,"刘超, 宾彬, 赵晶, 沈瑞祥",2012-09-20,2012-09-20,2013-02-13,,https://patents.google.com/patent/CN102929924A/zh,https://patentimages.storage.googleapis.com/ad/2f/84/c6ceedfedc2956/HDA00002168375300011.png
CN-102314456-A,网页划词搜索方法及系统 ,百度在线网络技术（北京）有限公司,"张东进, 支静",2010-06-30,2010-06-30,2012-01-11,,https://patents.google.com/patent/CN102314456A/zh,https://patentimages.storage.googleapis.com/3b/9f/a4/be5624998230d7/HSA00000181937200021.png
CN-104615640-A,一种用于提供搜索关键词及进行搜索的方法与装置 ,百度在线网络技术（北京）有限公司,鲁晓宇,2014-11-28,2014-11-28,2015-05-13,,https://patents.google.com/patent/CN104615640A/zh,
CN-104239481-A,搜索方法、系统和网络机器人 ,百度在线网络技术（北京）有限公司,"景鲲, 徐冉, 王海峰, 胡曲, 李卓雅, 荣蓉, 孙云丰, 黄际洲",2014-09-04,2014-09-04,2014-12-24,,https://patents.google.com/patent/CN104239481A/zh,
WO-2016095562-A1,搜索实现方法、装置、系统以及计算机设备 ,百度在线网络技术（北京）有限公司,隋鑫,2014-12-18,2015-08-26,2016-06-23,,https://patents.google.com/patent/WO2016095562A1/zh,https://patentimages.storage.googleapis.com/10/5c/92/ff42b3b6c29ab5/PCTCN2015088187-appb-300001.png
WO-2016058425-A1,一种语音搜索方法、装置、设备和计算机存储介质 ,百度在线网络技术（北京）有限公司,"陈本东, 谢文",2014-10-17,2015-07-15,2016-04-21,,https://patents.google.com/patent/WO2016058425A1/zh,https://patentimages.storage.googleapis.com/2f/a3/94/af38983f2fc290/PCTCN2015084121-appb-300001.png
WO-2016155142-A1,信息搜索方法和信息搜索装置 ,百度在线网络技术（北京）有限公司,"黄际洲, 丁少磊, 万璐, 曲贺, 金治, 吕蕾",2015-03-30,2015-07-13,2016-10-06,,https://patents.google.com/patent/WO2016155142A1/zh,https://patentimages.storage.googleapis.com/9c/c6/7a/01f7cd9a70d309/PCTCN2015083899-appb-300001.png
CN-104063443-A,搜索结果的提供方法和装置 ,百度在线网络技术（北京）有限公司,"韩利豪, 卢佳",2014-06-13,2014-06-13,2014-09-24,,https://patents.google.com/patent/CN104063443A/zh,
CN-105138618-A,在图像搜索中结合语音进行二次搜索的方法和装置 ,百度在线网络技术（北京）有限公司,"董华磊, 张莉",2015-08-11,2015-08-11,2015-12-09,,https://patents.google.com/patent/CN105138618A/zh,
CN-105279227-B,同音词的语音搜索处理方法及装置 ,百度在线网络技术（北京）有限公司,"李裕东, 颜振祥, 赵程亮, 郎文静, 陈凯",2015-09-11,2015-09-11,2020-07-28,2020-07-28,https://patents.google.com/patent/CN105279227B/zh,https://patentimages.storage.googleapis.com/da/16/dc/cda27af1bbb256/HDA0000801080860000011.png
CN-105069077-A,搜索方法及装置 ,百度在线网络技术（北京）有限公司,"熊峰, 徐常有, 吴博, 李长城",2015-07-31,2015-07-31,2015-11-18,,https://patents.google.com/patent/CN105069077A/zh,
CN-106484831-A,搜索系统、方法和装置 ,百度在线网络技术（北京）有限公司,齐慧,2016-09-29,2016-09-29,2017-03-08,,https://patents.google.com/patent/CN106484831A/zh,
CN-102033937-A,视频搜索结果的展示方法及其系统 ,百度在线网络技术（北京）有限公司,"马洪旭, 陈海坤",2010-12-20,2010-12-20,2011-04-27,,https://patents.google.com/patent/CN102033937A/zh,https://patentimages.storage.googleapis.com/de/82/05/f1723014cb4716/HDA0000039497890000011.png
CN-102004772-A,一种用于根据检索词进行搜索结果排序的方法及设备 ,百度在线网络技术（北京）有限公司,王清翔,2010-11-15,2010-11-15,2011-04-06,,https://patents.google.com/patent/CN102004772A/zh,https://patentimages.storage.googleapis.com/45/e9/13/b44ee3d09753f0/HSA00000347404100011.png
CN-102063451-A,供用户进行文字输入及同时提供搜索相关信息的方法和设备 ,百度在线网络技术（北京）有限公司,戴帅湘,2010-04-16,2010-04-16,2011-05-18,,https://patents.google.com/patent/CN102063451A/zh,https://patentimages.storage.googleapis.com/2e/1b/e3/f137b3e82242de/HSA00000066997600011.png
CN-104834721-A,基于位置的搜索处理方法及装置 ,百度在线网络技术（北京）有限公司,万昊,2015-05-12,2015-05-12,2015-08-12,,https://patents.google.com/patent/CN104834721A/zh,
WO-2014146550-A1,地图搜索的搜索建议方法、装置、计算机存储介质和设备 ,百度在线网络技术（北京）有限公司,王清翔,2013-03-18,2014-03-13,2014-09-25,,https://patents.google.com/patent/WO2014146550A1/zh,
CN-103473326-A,一种提供搜索建议的方法和装置 ,百度在线网络技术（北京）有限公司,刘满伟,2013-09-13,2013-09-13,2013-12-25,,https://patents.google.com/patent/CN103473326A/zh,https://patentimages.storage.googleapis.com/bd/d3/88/16e86fd80d352e/HDA0000381961940000011.png
WO-2014194844-A1,搜索结果推荐方法、系统和搜索引擎 ,百度在线网络技术（北京）有限公司,"李东军, 梁晔平, 吴奇, 辜斯缪, 许冬亮",2013-06-07,2014-06-05,2014-12-11,,https://patents.google.com/patent/WO2014194844A1/zh,
CN-104503664-A,搜索方法、装置和移动终端 ,百度在线网络技术（北京）有限公司,"田彪, 鲁晓宇",2014-12-31,2014-12-31,2015-04-08,,https://patents.google.com/patent/CN104503664A/zh,
CN-103186671-B,用于移动终端的搜索方法、搜索系统及移动终端 ,百度在线网络技术（北京）有限公司,刘俊启,2013-03-28,2013-03-28,2016-06-15,2016-06-15,https://patents.google.com/patent/CN103186671B/zh,
CN-106708905-B,视频内容搜索方法和装置 ,百度在线网络技术（北京）有限公司,刘俊启,2015-11-18,2015-11-18,2019-12-24,2019-12-24,https://patents.google.com/patent/CN106708905B/zh,
CN-103049495-A,用于提供与查询序列相对应的搜索建议的方法、装置与设备 ,百度在线网络技术（北京）有限公司,"连茂泉, 叶靖, 李露平, 罗竞佳",2012-12-07,2012-12-07,2013-04-17,,https://patents.google.com/patent/CN103049495A/zh,https://patentimages.storage.googleapis.com/ba/f7/74/cada1f3213f760/HDA00002544259100011.png
CN-104239445-A,搜索结果的展现方法和装置 ,百度在线网络技术（北京）有限公司,董明舒,2014-09-01,2014-09-01,2014-12-24,,https://patents.google.com/patent/CN104239445A/zh,
CN-105302925-A,推送语音搜索数据的方法和装置 ,百度在线网络技术（北京）有限公司,李世龙,2015-12-10,2015-12-10,2016-02-03,,https://patents.google.com/patent/CN105302925A/zh,
CN-106708885-A,一种实现搜索的方法和装置 ,百度在线网络技术（北京）有限公司,鞠训卓,2015-11-17,2015-11-17,2017-05-24,,https://patents.google.com/patent/CN106708885A/zh,
CN-102096716-A,一种基于搜索引擎的计算器实现方法和装置 ,百度在线网络技术（北京）有限公司,"来鑫, 马远珍, 张磊",2011-02-11,2011-02-11,2011-06-15,,https://patents.google.com/patent/CN102096716A/zh,https://patentimages.storage.googleapis.com/83/e4/3c/df3abfaa31d1fc/HDA0000046600070000021.png
CN-105138535-A,一种搜索结果的展示方法及装置 ,百度在线网络技术（北京）有限公司,李丰,2015-06-30,2015-06-30,2015-12-09,,https://patents.google.com/patent/CN105138535A/zh,
WO-2016184051-A1,图片搜索方法、装置、设备及非易失性计算机存储介质 ,百度在线网络技术（北京）有限公司,"许笑天, 侯思宇, 姜岩",2015-05-18,2015-11-11,2016-11-24,,https://patents.google.com/patent/WO2016184051A1/zh,https://patentimages.storage.googleapis.com/39/44/87/715b221cc4fe2f/PCTCN2015094339-appb-300001.png
CN-104794220-A,信息搜索方法和信息搜索装置 ,百度在线网络技术（北京）有限公司,"王珍, 张娜, 陈凯, 杨文博, 王熙",2015-04-28,2015-04-28,2015-07-22,,https://patents.google.com/patent/CN104794220A/zh,
CN-104598617-A,一种搜索结果展示方法及装置 ,百度在线网络技术（北京）有限公司,"牛正雨, 卢佳俊, 张俊彬, 黄际洲",2015-01-30,2015-01-30,2015-05-06,,https://patents.google.com/patent/CN104598617A/zh,
CN-103235800-A,一种搜索结果的预览方法及系统 ,百度在线网络技术（北京）有限公司,"王雁, 李宣儒, 洪常青, 王鹏飞",2013-04-15,2013-04-15,2013-08-07,,https://patents.google.com/patent/CN103235800A/zh,https://patentimages.storage.googleapis.com/4c/75/4c/e3075c07c2296c/HDA00003048322700011.png
CN-104598578-A,图片搜索方法和装置 ,百度在线网络技术（北京）有限公司,俞健,2015-01-13,2015-01-13,2015-05-06,,https://patents.google.com/patent/CN104598578A/zh,
CN-108197198-B,一种兴趣点搜索方法、装置、设备和介质 ,百度在线网络技术（北京）有限公司,"刘复新, 魏承东, 卢伟涛",2017-12-27,2017-12-27,2021-05-11,2021-05-11,https://patents.google.com/patent/CN108197198B/zh,https://patentimages.storage.googleapis.com/24/69/83/eed71c9dbf8540/HDA0001528398850000011.png
